0 -0.75 -1.0 -1.25 -1.5 -1.75 -2.0 -2.25 -2.5 -2.75 -3.0 -3.25 -3.5 -3.65 -4.0 -4.25 
0 -0.7 -0.8 -1.0 -2.5 -2.7 -2.6 -3.0 -3.1 -3.2 -3.3 -3.4 -3.5 -3.7 -3.4 -4.2
0 -0.3 -1.2 -1.5 -1.7 -2.2 -2.5 -2.6 -2.7 -3.0 -3.2 -3.5 -3.7 -4.0 -4.2 -5 
0 -0.6 -0.7 -0.8 -0.9 -1.2 -1.4 -1.7 -3.8 -4.5 -4.6 -4.7 -5.0 -6.5 -6.6 -6.9
0 -2.3 -2.46 -2.48 -3.14 -3.25 -3.26 -3.64 -3.79 -3.88 -4.02 -4.05 -4.3 -5.6 -5.7 -6.6
0 -0.51 -2.54 -2.56 -2.78 -2.8 -2.89 -3.45 -3.67 -3.58 -3.68 -3.96 -3.99 -4.25 -5.6 -6.3
0 -0.4 -0.56 -0.78 -0.98 -1.25 -1.5 -1.68 -1.9 -2.6 -2.99 -3.58 -3.68 -3.78 -3.98 -4.68
0 -1.25 -1.88 -2.58 -3.6 -3.68 -3.69 -3.77 -3.78 -3.79 -3.99 -4.6 -4.8 -5.2 -5.24 -5.36
0 -0.42 -0.46 -0.48 -0.486 -0.49 -0.51 -0.56 -0.58 -0.589 -0.594 -0.61 -0.62 -0.65 -0.75 -0.81
0 -5.13 -5.22 -5.41 -5.54 -6.01 -6.03 -6.12 -6.14 -6.18 -6.54 -6.58 -6.89 -7.03 -7.06 -7.12
